MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,FEN_IndoorArea,FE_SalePrice_Per_IndoorArea,FEC_ExterQual_dual,FEC_LotShape_dual,FEC_ExterCond_dual,FEC_BsmtQual_dual,FEC_BsmtCond_dual,FEC_BsmtExposure_dual,FEC_BsmtFinType1_dual,FEC_BsmtFinType2_dual,FEC_HeatingQC_dual,FEC_Functional_dual,FEC_KitchenQual_dual,FEC_GarageQual_dual,FEC_GarageFinish_dual,FEC_GarageCond_dual,FEC_PavedDrive_dual,FEC_PoolQC_dual,FEC_Fence_dual,FEC_FireplaceQu_dual,FEC_Alley_dual,FEC_OverallQual_dual,FEC_OverallCond_dual,FEC_BsmtFullBath_dual,FEC_BsmtHalfBath_dual,FEC_FullBath_dual,FEC_HalfBath_dual,FEC_BedroomAbvGr_dual,FEC_KitchenAbvGr_dual,FEC_TotRmsAbvGrd_dual,FEC_Fireplaces_dual,FEC_GarageCars_dual,FEC_YearBuilt_dual,FEC_YearRemodAdd_dual,FEC_MoSold_dual,FEC_YrSold_dual,FEC_GarageYrBlt_dual,FEC_LotArea_dual,FEC_MasVnrArea_dual,FEC_BsmtFinSF1_dual,FEC_BsmtFinSF2_dual,FEC_BsmtUnfSF_dual,FEC_TotalBsmtSF_dual,FEC_1stFlrSF_dual,FEC_2ndFlrSF_dual,FEC_LowQualFinSF_dual,FEC_GrLivArea_dual,FEC_GarageArea_dual,FEC_WoodDeckSF_dual,FEC_OpenPorchSF_dual,FEC_EnclosedPorch_dual,FEC_3SsnPorch_dual,FEC_ScreenPorch_dual,FEC_PoolArea_dual,FEC_MiscVal_dual,FEC_LotFrontage_dual,FEN_YearAfterRemode,FEN_YearAfterbuilt,FEN_TotRmsAbvGrd_Per_GrLivArea,FEN_BsmtTotalbath,FEN_GrLivTotalbath,FEN_Area_comp0,FEN_Area_comp1,FEN_Area_comp2,FEN_Area_comp3,FEN_Area_comp4,FEN_Area_comp5,FEN_Area_comp7
60,RL,0.0,12205,Pave,0,2,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,3,3,CBlock,2,2,4,2,568,1,0,264,832,GasA,4,Y,SBrkr,976,1111,0,2087,0,0,2,1,5,1,3,9,7,0,0,Attchd,1966,3,2,444,3,3,3,133,168,0,0,0,0,0,0,None,0,7,2007,WD,Normal,187500,2919.01,64.23410676907581,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,41,0.004312408091802543,0,3,0.015506045026067302,0.22404289975026442,0.2617497980226784,-0.10191402113868027,0.007279709076659037,-0.023410377339339847,0.006634185233433905
20,RL,78.0,7800,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,3,PConc,2,3,1,2,540,1,0,728,1268,GasA,4,Y,SBrkr,1268,0,0,1268,0,0,1,0,2,1,2,7,7,1,4,Attchd,1954,3,1,244,3,3,3,0,98,0,0,0,0,0,0,None,0,3,2010,WD,Normal,132000,2536.01,52.05026794058383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,56,56,0.005520500378154276,0,1,-1.0882168658552387,-0.16394583696515141,-0.1226124746191622,-0.011995268641585866,0.03891641118129031,-0.07361731387126282,0.054456777038998455
80,RL,76.0,9967,Pave,0,2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,1,0,1,0,384,384,GasA,5,Y,SBrkr,774,656,0,1430,0,0,2,1,3,1,2,8,7,1,3,BuiltIn,2000,2,2,400,3,3,3,100,0,0,0,0,0,0,0,None,0,12,2007,WD,Normal,170000,1814.01,93.71502913434877,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,7,7,0.0055944016822365855,0,3,1.3291567701343867,0.39140552165240816,0.10248001383549367,0.045075536334436166,-0.018396055279374796,0.010657770868825911,-0.03683674072628506
90,RL,72.0,10791,Pave,0,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,Y,SBrkr,1296,0,0,1296,0,0,2,0,2,2,2,6,7,0,0,CarPort,1967,1,2,516,3,3,3,0,0,0,0,0,0,0,0,Shed,500,10,2006,WD,Normal,90000,1296.01,69.44390861181627,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,39,39,0.004629626057387302,0,2,4.174987503313372,0.20693027384914464,0.1915557777447142,0.7531370757845129,-0.06790063723564888,-0.004885011639908828,-0.020345075145016846
60,RL,92.0,10120,Pave,0,1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,4,3,PConc,3,3,1,6,740,1,0,425,1165,GasA,5,Y,SBrkr,1203,1323,0,2526,1,0,2,1,4,1,3,8,7,1,3,Attchd,1994,2,3,844,3,3,3,309,78,0,0,0,0,0,0,None,0,12,2006,WD,Normal,290000,3691.01,78.56928049504064,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,12,12,0.0031670612957001992,1,3,-1.4237412561163272,0.1765000778798029,0.23913239936570937,-0.0898573048256392,-0.06443650266962998,0.030029623667715607,0.041213131314800054
20,RL,88.0,12803,Pave,0,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,4,3,PConc,3,3,2,6,922,1,0,572,1494,GasA,5,Y,SBrkr,1494,0,0,1494,1,0,2,0,3,1,3,6,7,1,3,Attchd,2002,2,2,530,3,3,3,192,36,0,0,0,0,0,0,None,0,9,2008,WD,Normal,221000,2988.01,73.96226920257963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,6,6,0.004016061568901226,1,2,0.12237226001087055,-0.23025172907768265,-0.014010399946370648,-0.02502116282029794,-0.009098968594700323,-0.031158225197852434,-0.005072468092977717
70,RL,61.0,7259,Pave,0,2,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,3,1,5,774,2,150,104,1028,GasA,5,Y,SBrkr,1436,884,0,2320,1,0,2,1,3,1,3,9,7,1,3,Detchd,1945,1,1,180,3,3,3,224,0,0,0,0,0,0,3,None,0,7,2007,WD,Normal,259500,3348.01,77.50872906592274,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,5,62,0.003879308672711779,1,3,-1.9946683315443423,0.07333768864192541,0.27063001057202324,0.01207558679791736,0.13905151025876297,-0.05667206223364593,-0.019633558715682408
60,RL,65.0,12257,Pave,0,2,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,4,3,PConc,3,3,3,2,56,5,64,1198,1318,GasA,5,Y,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,3,9,7,1,3,Attchd,1995,2,3,752,3,3,3,222,98,0,0,0,0,0,0,None,0,11,2007,WD,Normal,290000,3849.01,75.34404950883473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,12,12,0.003555905351281963,0,3,-0.9833177139144939,0.2740912708683266,-0.022744077432095167,-0.07409558156856705,-0.03921933250459116,0.03621606687513541,0.08899595692580559
20,RL,70.0,7700,Pave,0,1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,2,3,1,2,138,3,468,276,882,GasA,3,Y,SBrkr,882,0,0,882,1,0,1,0,3,1,2,5,7,0,0,Detchd,1980,1,2,461,3,3,3,96,0,0,0,0,0,0,3,None,0,3,2007,WD,Normal,112500,1764.01,63.77514866695767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,35,35,0.005668927813007015,1,1,0.20314350319165814,-0.12331257332474727,-0.08729859667490282,0.05515747744546642,0.12823451125591756,0.268973220739513,-0.0013789494130994045
60,RL,80.0,10400,Pave,0,1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,3,3,CBlock,2,3,1,3,247,1,0,485,732,GasA,4,Y,SBrkr,1012,778,0,1790,1,0,1,2,4,1,2,8,5,1,3,Attchd,1972,2,2,484,3,3,3,148,0,0,0,147,0,0,0,None,0,11,2006,WD,Normal,165150,2522.01,65.48348341204039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,34,34,0.004469271246217181,1,3,-0.041757566914018815,0.23740318155397871,0.11650394592456574,-0.015166862954409088,-0.030302032705723167,-0.0018816495883024653,0.07060265064099348
190,RH,60.0,10896,Pave,2,1,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,2,2,1,2,256,1,0,1184,1440,GasA,5,Y,FuseA,1440,1440,515,3395,0,0,2,0,8,2,1,14,7,0,0,None,0,0,0,0,0,0,1,0,110,0,0,0,0,0,0,None,0,3,2007,WD,Abnorml,200000,4835.01,41.36496098250055,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,12,93,0.004123710125564028,0,2,-1.914038188106282,0.2746405507914772,0.054582163779566956,-0.08690376584181983,0.1365307714419371,-0.09881054245736509,-0.017400273917152192
20,RL,0.0,8246,Pave,0,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0.0,3,4,CBlock,2,3,2,3,188,5,668,204,1060,GasA,5,Y,SBrkr,1060,0,0,1060,1,0,1,0,3,1,3,6,7,1,3,Attchd,1968,1,1,270,3,3,3,406,90,0,0,0,0,0,3,None,0,5,2010,WD,Normal,154000,2120.01,72.64116678694911,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,9,42,0.0056603720185169635,1,1,-0.27199323001832587,-0.1462613682422105,-0.03720919513016161,0.04211471878835713,0.26917962363754516,0.24109123961656706,0.029996951402964853
20,RL,78.0,9317,Pave,0,2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,1,6,24,1,0,1290,1314,GasA,4,Y,SBrkr,1314,0,0,1314,0,0,2,0,3,1,3,6,7,1,4,Attchd,2006,2,2,440,3,3,3,0,22,0,0,0,0,0,0,None,0,3,2007,WD,Normal,176432,2628.01,67.13520877013406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0.004566206570619048,0,2,-0.6206762055741726,-0.007047120585205106,-0.36713353243749414,0.016915383078708164,-0.002095428484418468,-0.015344778740345583,-0.021724932650601006
20,RL,94.0,10402,Pave,0,2,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,1,0,1,0,1226,1226,GasA,5,Y,SBrkr,1226,0,0,1226,0,0,2,0,3,1,3,6,7,0,0,Attchd,2009,2,3,740,3,3,3,0,36,0,0,0,0,0,0,None,0,5,2010,WD,Normal,198900,2452.01,81.11712431841632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0.004893960119118989,0,2,0.07662999249987057,0.0018857936077481922,-0.37627491740105,0.03101550997913763,-0.10457824376421658,0.06456684684137547,-0.043194200209749976
20,RL,83.0,10420,Pave,0,1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,2,6,36,1,0,1176,1212,GasA,5,Y,SBrkr,1212,0,0,1212,0,0,2,0,3,1,3,6,7,0,0,Attchd,2009,2,2,460,3,3,3,100,22,0,0,0,0,0,0,None,0,3,2010,WD,Normal,186000,2424.01,76.73235671470002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0.004950490964941448,0,2,0.13278862451627793,-0.006635319542622446,-0.3631112676463798,0.007553065896362839,-0.018666976948734294,-0.0011111123888195074,-0.02330858328660463
160,RM,21.0,1869,Pave,0,1,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsI,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,3,3,CBlock,2,3,1,3,321,1,0,162,483,GasA,3,Y,SBrkr,483,504,0,987,0,0,1,1,2,1,2,5,7,0,0,Detchd,1987,1,1,280,3,3,3,0,0,0,0,0,0,0,0,None,0,9,2008,WD,Normal,106000,1470.01,72.10835300440134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,38,38,0.005065850997111452,0,2,-2.8938734620693,0.13698809101840945,0.24316945863622463,-0.07526178610757735,-0.03195673234864596,0.0031871360450233736,0.023362929009395912
80,RL,37.0,7937,Pave,0,2,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2,3,3,6,819,1,0,184,1003,GasA,3,Y,SBrkr,1003,0,0,1003,1,0,1,0,3,1,2,6,7,0,0,Detchd,1984,1,2,588,3,3,3,120,0,0,0,0,0,0,4,None,0,3,2006,WD,Normal,142500,2006.01,71.03653521168887,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,22,22,0.0059820478743291385,1,1,-0.20393932533397982,-0.31187041001359056,0.10964642283875245,-0.006808946101596153,-0.08642861688218179,0.02990571884179145,-0.06390793267993576
20,RL,89.0,13214,Pave,0,2,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CemntBd,None,0.0,5,3,PConc,4,3,4,1,0,1,0,2002,2002,GasA,5,Y,SBrkr,2018,0,0,2018,0,0,2,0,3,1,4,10,7,1,4,Attchd,2009,3,3,746,3,3,3,144,76,0,0,0,0,0,0,None,0,5,2010,WD,Normal,378500,4020.01,94.15399464180437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,2,0.0049553989319133145,0,2,-0.8787749503067539,-0.0026787855631727167,-0.37218825413922674,0.027617290112620915,-0.015014509544268702,-0.001538654249274545,-0.024216115745524736
60,RL,70.0,8750,Pave,0,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,4,PConc,3,3,1,6,642,1,0,273,915,GasA,5,Y,SBrkr,933,975,0,1908,1,0,2,1,4,1,3,8,7,1,3,Attchd,1994,1,2,493,3,3,3,144,133,0,0,0,0,0,0,None,0,7,2008,WD,Normal,210000,2823.01,74.38868441840447,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,13,14,0.004192869919879497,1,3,-1.0657197784249948,0.14893426274541724,0.24558730286831287,-0.10324701522814671,-0.0007178681211292109,-0.0074192288742481955,-0.05318896748202629
20,RL,0.0,9945,Pave,0,2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,3,3,CBlock,2,3,1,3,827,1,0,161,988,GasA,3,Y,SBrkr,988,0,0,988,1,0,1,0,3,1,2,5,7,0,0,Detchd,1963,1,2,572,3,3,3,0,0,0,0,0,0,0,0,None,0,10,2007,WD,Normal,128500,1976.01,65.03003527310085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,46,46,0.00506072362274937,1,1,0.8720756247440337,-0.30963708893049685,0.11454275710112388,-0.026018178851745993,-0.09161347540317734,0.021470877169559595,-0.03458206788498743
90,RL,64.0,7018,Pave,0,1,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,2,Slab,0,0,0,0,0,0,0,0,0,GasA,3,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,2,8,7,0,0,Attchd,1979,1,2,410,3,3,3,0,0,0,0,0,0,0,0,None,0,6,2009,WD,Alloca,118964,1535.01,77.50047230962664,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,30,30,0.005211722989105544,0,2,0.42076344297929935,0.17970073058406374,0.20948677853940845,0.7900158789483178,0.03372318376445569,-0.07709352463385431,-0.006230022521855522
160,FV,34.0,3604,Pave,2,1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,1,1,0,1,0,689,689,GasA,5,Y,SBrkr,703,689,0,1392,0,0,2,0,2,1,3,5,7,0,0,Detchd,2007,1,2,540,3,3,3,0,102,0,0,0,0,0,0,None,0,2,2008,WD,Abnorml,146000,2081.01,70.15824046977188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0.003591951442563619,0,2,-2.4354932573117836,0.29575422760428727,-0.026361238352679013,-0.03749598097993097,-0.07056155872737543,0.060227584734159186,-0.05887259066415719
120,RL,53.0,3922,Pave,0,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,WdShing,Wd Sdng,BrkFace,72.0,4,3,PConc,4,3,3,1,0,1,0,1258,1258,GasA,5,Y,SBrkr,1258,0,0,1258,0,0,2,0,2,1,3,6,7,1,4,Attchd,2007,3,3,648,3,3,3,144,16,0,0,0,0,0,0,None,0,6,2007,New,Partial,172500,2516.01,68.56093576734591,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0.004769471566397801,0,2,-2.6064769232525262,-0.020335758980620202,-0.35859928278275144,0.06465559627457698,-0.07467790868513646,0.04607656439125842,-0.012696285556469655
60,RL,0.0,11214,Pave,0,2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,3,3,1,1,0,1,0,930,930,GasA,4,Y,SBrkr,956,930,0,1886,0,0,2,1,4,1,3,10,7,1,3,Attchd,1998,3,2,431,3,3,3,89,0,0,0,0,0,0,0,None,0,7,2006,WD,Normal,199900,2816.01,70.98696382470231,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,7,8,0.005302224123953275,0,3,-0.1859106496275702,0.31591465511941685,-0.044277598050983275,-0.09086168553021116,0.010175858905448807,-0.0055573593830853234,-0.03363104949056305
50,RL,60.0,7200,Pave,0,1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,None,0.0,3,3,CBlock,2,3,1,3,180,4,352,676,1208,GasA,4,Y,FuseA,1136,768,0,1904,1,0,1,1,3,1,2,7,6,0,0,Attchd,1950,1,1,240,3,3,3,0,0,168,0,0,0,0,4,None,0,5,2009,WD,Normal,138000,3112.01,44.344330513076756,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,27,59,0.0036764686573168815,1,2,-1.852574120057804,0.1490253512051793,0.011975382346255404,-0.06294382215435944,0.15369465073642138,0.042094938898739206,-0.01105423032505364
50,RL,60.0,9060,Pave,0,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Sdng,None,0.0,3,3,BrkTil,2,3,2,3,204,1,0,356,560,GasA,3,Y,SBrkr,698,560,0,1258,0,0,1,0,2,1,2,6,7,0,0,Detchd,1939,1,1,280,3,3,2,0,0,0,0,0,0,0,3,None,0,10,2009,WD,Normal,105000,1818.01,57.75545789077068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,59,70,0.004769471566397801,0,1,0.8175880413868264,0.23016012925777474,0.09842973926916408,-0.05898592897327507,0.018505550101823774,-0.02701501215632284,-0.035282547539625085
90,RL,94.0,9400,Pave,0,1,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Sdng,None,0.0,3,3,CBlock,2,3,3,1,0,1,0,912,912,GasA,3,Y,SBrkr,912,912,0,1824,0,0,2,2,4,2,2,8,7,0,0,None,0,0,0,0,0,0,3,128,0,0,0,0,0,0,0,None,0,4,2010,WD,Normal,139000,2736.01,50.80390788045365,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,39,39,0.004385962507695994,0,4,-0.7331821172219686,0.31673397654712293,-0.04968677928496555,-0.118391897260605,0.12559512950084845,-0.09387594887692634,-0.00818270438709748
90,RL,81.0,11841,Grvl,0,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,3,4,CBlock,3,3,3,6,816,1,0,0,816,GasA,3,Y,SBrkr,816,0,0,816,1,0,1,0,3,1,2,5,7,0,0,None,0,0,0,0,0,0,3,0,32,0,0,0,0,0,0,None,0,5,2007,WD,Normal,118500,1632.01,72.60984920435537,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,17,17,0.006127443471270256,1,1,3.0938771229281223,-0.3450546287482172,0.1854175731642336,-0.12478078397201998,0.11987687320120442,-0.1615904502687143,0.05054240269568229
